EmployeeName,EmployeeNo,DepartmentId,DOB,JoinDate,Skills,Salary
Kbb;E-0004;553AA07C-E1F6-4E64-BD4A-2C11F4F069EA;10/10/1991;10/10/2021;100000.01;"[{ 'Id': '001','Name': 'Java'}, { 'Id': '002', 'Name': 'C#'}]"
Kbb;E-0005;553AA07C-E1F6-4E64-BD4A-2C11F4F069EA;10/10/1991;10/10/2021;100000.01;"[{ 'Id': '001','Name': 'Java'}, { 'Id': '002', 'Name': 'C#'}]"
Kbb;E-0006;553AA07C-E1F6-4E64-BD4A-2C11F4F069EA;10/10/1991;10/10/2021;100000.01;"[{ 'Id': '001','Name': 'Java'}, { 'Id': '002', 'Name': 'C#'}]"
Kbb;E-0007;553AA07C-E1F6-4E64-BD4A-2C11F4F069EA;10/10/1991;10/10/2021;100000.01;"[{ 'Id': '001','Name': 'Java'}, { 'Id': '002', 'Name': 'C#'}]"
Kbb;E-0008;553AA07C-E1F6-4E64-BD4A-2C11F4F069EA;10/10/1991;10/10/2021;100000.01;"[{ 'Id': '001','Name': 'Java'}, { 'Id': '002', 'Name': 'C#'}]"
Kbb;E-0009;553AA07C-E1F6-4E64-BD4A-2C11F4F069EA;10/10/1991;10/10/2021;100000.01;"[{ 'Id': '001','Name': 'Java'}, { 'Id': '002', 'Name': 'C#'}]"
Kbb;E-0010;553AA07C-E1F6-4E64-BD4A-2C11F4F069EA;10/10/1991;10/10/2021;100000.01;"[{ 'Id': '001','Name': 'Java'}, { 'Id': '002', 'Name': 'C#'}]"
Kbb;E-0011;553AA07C-E1F6-4E64-BD4A-2C11F4F069EA;10/10/1991;10/10/2021;100000.01;"[{ 'Id': '001','Name': 'Java'}, { 'Id': '002', 'Name': 'C#'}]"
Kbb;E-0012;553AA07C-E1F6-4E64-BD4A-2C11F4F069EA;10/10/1991;10/10/2021;100000.01;"[{ 'Id': '001','Name': 'Java'}, { 'Id': '002', 'Name': 'C#'}]"
Kbb;E-0013;553AA07C-E1F6-4E64-BD4A-2C11F4F069EA;10/10/1991;10/10/2021;100000.01;"[{ 'Id': '001','Name': 'Java'}, { 'Id': '002', 'Name': 'C#'}]"
